NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
27500|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria agrícola|8438600000|Máquinas y aparatos para la preparación de frutos u hortalizas.|11|Bogotá, D.C.|Si|0,0|31176,474|-100,0|-100,0|No Constante|Metalmecánica y Otras Industrias
27503|76|Valle del Cauca|76001|Santiago De Cali|2593|Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|1604182640,0|1358273087,0|Pequeña|No|No es sucursal de sociedad extranjera|31,318275154004105|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Herramientas|8208900000|Las demás cuchillas y hojas cortantes de metales comunes, para máquinas o para aparatos mecánicos.|76|Valle del Cauca|Si|11796,0|36910,44|-80,27061834116644|-26,827377718453427|Pymex|Metalmecánica y Otras Industrias
27505|76|Valle del Cauca|76001|Santiago De Cali|3312|Mantenimiento y reparación especializado de maquinaria y equipo|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|3569860347,0|6114983992,0|Mediana|No|No es sucursal de sociedad extranjera|14,521560574948666|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7308400000|Material de andamiaje, encofrado, apeo o apuntalamiento.|19|Cauca|Si|14837,34|2967,468|||Futuros|Metalmecánica y Otras Industrias
27526|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8443321900|Las demás impresoras, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
27581|11|Bogotá, D.C.|11001|Bogotá, D.C.|1521|Fabricación de calzado de cuero y piel, con cualquier tipo de suela|Sistema Moda|Bienes tecnología baja|26188000,0|291239000,0|Micro|No|No es sucursal de sociedad extranjera|19,310061601642712|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Manufacturas de cuero|4202210000|Bolsos de mano, incluso con bandolera o sin asas, con la superficie exterior de cuero natural, de cuero regenerado o cuero charolado.|11|Bogotá, D.C.|Si|0,0|4209,433999999999|-100,0|-100,0|No Constante|Sistema Moda
27584|5|Antioquia|5148|El Carmen De Viboral|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|30000000,0|0,0|Micro|No|No es sucursal de sociedad extranjera|0,8076659822039699|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603141000|Pompones frescos, cortados para ramos o adornos.|05|Antioquia|No|3,7|0,74|||Futuros|Agroalimentos
27618|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0810905000|Uchuvas (uvillas) (physalis peruviana) frescas.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
27630|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Artículos del hogar|9603909000|Los demás cepillos, brochas y pinceles (incluso si son partes de máquinas, aparatos o vehículos), escobas mecánicas, sin motor, de uso manual, fregonas o mopas y plumeros; cabezas preparadas para artículos de cepillería; rasquetas de caucho o materia flexible análoga.|52|Nariño|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
27644|25|Cundinamarca|25245|El Colegio|3290|Otras industrias manufactureras n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología baja|134031000,0|126186779,0|Micro|No|No es sucursal de sociedad extranjera|0,6926762491444216|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8480719000|Moldes para caucho o plástico, para moldeo por inyección o compresión.|11|Bogotá, D.C.|Si|16200,0|18978,2|44,64285714285714|-23,21025142177628|No Constante|Metalmecánica y Otras Industrias
27670|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|25|Cundinamarca|No|0,0|0,0|||Futuros|Agroalimentos
27679|76|Valle del Cauca|76001|Santiago De Cali|0126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|91554907000,0|63415723000,0|Mediana|No|No es sucursal de sociedad extranjera|15,75359342915811|No Mineras|Agroalimentos|Aceites y grasas|Aceite de palma|1511100000|Aceite de palma en bruto.|52|Nariño|Si|1331629,7999999998|1132732,196||27,10395071084428|No Constante|Agroalimentos
27681|11|Bogotá, D.C.|11001|Bogotá, D.C.|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|284467294,0|211696027,0|Micro|No|No es sucursal de sociedad extranjera|18,026009582477755|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Industrias 4.0
27689|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8423829000|Los demás aparatos e instrumentos para pesar con capacidad superior a 30 kg pero inferior o igual a 5000 kg.|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
27693|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
27698|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Café|Café verde|0901119000|Los demás cafés sin tostar, sin descafeinar.|73|Tolima|No|0,0|9270,8|-100,0||No Constante|Agroalimentos
27731|25|Cundinamarca|25473|Mosquera|1702|Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón|Químicos y Ciencias de la Vida|Bienes tecnología baja|6271036731,0|10970159275,0|Mediana|No|No es sucursal de sociedad extranjera|1,9028062970568105|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico y sus manufacturas|3920100000|Las demás placas, hojas, películas, bandas y láminas de plástico no celular, de polímeros de etileno.|11|Bogotá, D.C.|Si|55499,02|41826,868|41,77392713560011|5,5354939250880975|Pymex|Químicos y Ciencias de la Vida
27751|76|Valle del Cauca|76001|Santiago De Cali|4652|Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|528534442,0|1019723647,0|Micro|No|No es sucursal de sociedad extranjera|14,625598904859686|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7616999000|Las demás manufacturas de aluminio.|76|Valle del Cauca|Si|51691,07|94273,066|-71,73961511125691|-5,365792377283196|Pymex|Metalmecánica y Otras Industrias
27760|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8480719000|Moldes para caucho o plástico, para moldeo por inyección o compresión.|11|Bogotá, D.C.|Si|20238,870000000003|66827,474|-45,0349593374496|-33,978082491188374|Pymex|Metalmecánica y Otras Industrias
27761|11|Bogotá, D.C.|11001|Bogotá, D.C.|2100|Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico|Químicos y Ciencias de la Vida|Bienes tecnología alta|14564490012,0|4927737,0|Micro|No|No es sucursal de sociedad extranjera|6,001368925393567|No Mineras|Agroalimentos|Flores y plantas vivas|Plantas vivas|0602109000|Los demás esquejes sin enraizar e injertos.|11|Bogotá, D.C.|No|2917,0|1015,4|35,0462962962963||No Constante|Químicos y Ciencias de la Vida
27776|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|9000000,0|0,0|Micro|No|No es sucursal de sociedad extranjera|5,475701574264202|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Aparatos eléctricos|8502121000|Grupos electrogenos con motor de émbolo de encendido por compresión (motor diesel o semidiesel), de corriente alterna, de potencia superior a 75 kva pero inferior o igual a 375 kva.|52|Nariño|Si|0,0|4673,2|-100,0||No Constante|Metalmecánica y Otras Industrias
27782|8|Atlántico|8001|Barranquilla|1630|Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción|Metalmecánica y Otras Industrias|Bienes tecnología baja|50000000,0|0,0|No determinado|No|No es sucursal de sociedad extranjera|2,193018480492813|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Madera (muebles y maderas)|4407299000|Las demás maderas tropicales de espesor superior a 6 mm|08|Atlántico|No|14997,0|2999,4|||Futuros|Metalmecánica y Otras Industrias
27797|5|Antioquia|5376|La Ceja|1709|Fabricación de otros artículos de papel y cartón|Metalmecánica y Otras Industrias|Bienes tecnología baja|69780000,0|807566000,0|Micro|No|No es sucursal de sociedad extranjera|10,28062970568104|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Otros papeles y cartones|4806400000|Papel cristal y demás papeles calandrados, transparentes o traslucidos, en bobinas (rollos) o en hojas.|05|Antioquia|Si|43668,0|41445,722|43,90357392836852|-4,189589272062899|Pymex|Metalmecánica y Otras Industrias
27812|11|Bogotá, D.C.|11001|Bogotá, D.C.|4669|Comercio al por mayor de otros productos n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|2324371005,0|1897936850,0|Pequeña|No|No es sucursal de sociedad extranjera|26,24777549623545|No Mineras|Sistema Moda|Joyería y bisutería|Orfebrería|7113110000|Artículos de joyeria y sus partes de plata, incluso revestida o chapada de otro metal precioso (plaque).|11|Bogotá, D.C.|Si|0,0|9867,368|-100,0|-100,0|No Constante|Sistema Moda
27815|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Bovino|Animales vivos (bovinos)|0102291000|Bovinos domésticos vivos para lidia|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Agroalimentos
27827|5|Antioquia|5380|La Estrella|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|179278969000,0|133410845000,0|Grande|No|No es sucursal de sociedad extranjera|21,57426420260096|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Otros papeles y cartones|4821100000|Etiquetas de todas clases impresas, de papel o cartón.|05|Antioquia|Si|9691,76|9103,452||-27,88051817641273|Futuros|Químicos y Ciencias de la Vida
27907|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Joyería y bisutería|Orfebrería|7113110000|Artículos de joyeria y sus partes de plata, incluso revestida o chapada de otro metal precioso (plaque).|68|Santander|Si|0,0|14724,094||-100,0|Futuros|Sistema Moda
27945|52|Nariño|52356|Ipiales|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|27707054,0|1907120498,0|Pequeña|No|No es sucursal de sociedad extranjera|5,409993155373032|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8477800000|Las demás máquinas y aparatos para trabajar caucho o plásticos o para fabricar productos de estas materias, no expresados ni comprendidos en otra parte de este capítulo.|11|Bogotá, D.C.|Si|0,0|2300,0||-100,0|Futuros|Agroalimentos
27981|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|8440100000|Máquinas y aparatos para encuadernacion, incluidas las máquinas para coser pliegos.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
